5284,5284 ,0.062484164,0.22713892,0.3742973,0.018598517,0.4060996,0.272212,-0.10363214,-0.17545478,-0.056768317,0.3763941,0.011863672,-0.29220003,0.26573467,0.14705595,-0.03990846,0.08188677,0.1283743,0.4399764,-0.2555179,0.25138095,0.081686005,-0.08898325,0.27271834,-0.06214466,0.36493906,-0.122437485,0.080679715,-0.45353296,0.4241434,0.21987824
4978,4826 ,0.06448779,0.27625853,0.5628288,-0.03544756,0.65503263,0.38342625,-0.036652315,-0.1264433,-0.075785056,0.44155812,-0.123107105,-0.30531743,0.24158807,0.3297023,-0.17778575,0.06313628,0.21916161,0.720633,-0.36086023,0.26420298,0.08439683,-0.20845257,0.3944699,-0.16365573,0.57603544,0.006533981,0.20683995,-0.8102607,0.5037198,0.16185032
4470,4978 ,0.043099683,0.16741641,0.30839506,0.078394584,0.2683912,0.23729418,-0.14196883,-0.14942572,0.047445863,0.24390063,0.028277855,-0.24936579,0.23862761,0.16718207,-0.1556644,0.04407776,0.08738132,0.35487777,-0.32249975,0.21706524,-0.12101634,-0.10100632,0.09966373,-0.21444431,0.31334242,-0.039986446,0.0837255,-0.40787882,0.38182524,0.12116219
2095,4092 ,-0.5535161,0.28192398,0.3130022,0.7962084,0.26344538,0.19262631,-0.8533334,-0.16861863,0.5165761,0.16226764,-0.020940652,-0.29238456,0.38762,0.51972336,-0.6629886,-0.17693791,0.12605566,0.57490754,-0.8290914,0.13165663,-0.68596905,-0.4666566,-1.28E-05,-0.77963686,0.65101385,0.79835457,0.33465588,-1.1090138,0.7859168,-0.010670173
8169,4470 ,0.001611362,0.068847835,0.1112963,0.022975745,0.082531504,0.06480705,-0.001553504,-0.05092369,0.001112514,0.06824821,-0.005428071,-0.0854554,0.047924574,0.049014203,-0.021701962,0.013987022,0.021217449,0.107906096,-0.08054089,0.078245535,-0.04591294,-0.05189062,0.040212866,-0.056208722,0.1135809,0.01114345,0.007185016,-0.101459384,0.11035378,0.020926505
6134,7112 ,0.040891625,0.2108678,0.37327287,0.10944699,0.30813426,0.33779335,-0.001030293,-0.23309535,0.001466265,0.23983024,-0.035644867,-0.29455113,0.20666209,0.22214535,-0.19883029,0.024980562,0.119343884,0.38498077,-0.37108365,0.3070321,-0.264141,-0.16692759,0.01983274,-0.26506752,0.3453976,-0.06407325,0.016479589,-0.3699697,0.4967191,0.096802026
3006,2095 ,0.008334756,0.06691861,0.1104085,0.047595084,0.10894163,0.080513954,-0.005518132,-0.056598797,0.002586982,0.09794141,0.005857415,-0.07612026,0.071407504,0.075076714,-0.034630977,0.01459474,0.011964054,0.10535932,-0.09080779,0.06143645,-0.03635344,-0.026655609,0.018210959,-0.06559044,0.08327862,0.012531117,0.031224236,-0.11133284,0.105873115,0.04578332
6780,8169 ,0.015174671,0.0903686,0.09427026,0.02369541,0.09097543,0.061156426,-0.006364537,-0.04545032,0.012335732,0.074648805,0.007752294,-0.06053272,0.05315535,0.056463867,-0.0631654,0.034780495,0.03868554,0.11423789,-0.08588043,0.06855003,-0.07354777,-0.07590459,-0.027656179,-0.06063887,0.081615105,-0.012203569,0.006859848,-0.13601421,0.12726445,0.01783725
5624,6134 ,0.00701451,0.055082764,0.11969388,0.041686215,0.09198766,0.07811229,-0.001118903,-0.0601475,0.01800837,0.07810994,-0.017611729,-0.09177854,0.07225737,0.06990975,-0.06627215,-0.013736541,0.03992934,0.08411618,-0.118236504,0.07395253,-0.05937152,-0.040512193,-4.52E-05,-0.07445151,0.07457161,-0.004726468,0.00389177,-0.102517374,0.11412677,0.00441925
7640,3006 ,0.002627389,0.075166725,0.1204053,0.041961305,0.10535687,0.0779051,-0.021235492,-0.050829735,-0.004545728,0.10670798,-0.016217446,-0.079030156,0.07756365,0.041570395,-0.05544586,-0.005720818,0.024289723,0.09796679,-0.08787839,0.0690275,-0.035767686,-0.021196632,0.038482256,-0.051770076,0.09352032,0.01561914,0.020294001,-0.11919689,0.09755271,0.012630035
4074,6780 ,-0.022929674,0.06986372,0.10857386,0.053982303,0.112036146,0.0473063,-0.043170813,-0.05301333,0.00542146,0.10118099,0.025118234,-0.05941375,0.100013845,0.022030137,-0.026985317,-0.004661066,0.003196026,0.08509411,-0.09221221,0.06795712,-0.002741761,-0.026350774,0.027176639,-0.036322255,0.09291343,0.005877871,0.046041436,-0.120545365,0.101585306,0.051870257
3168,5624 ,0.009473576,0.072275765,0.10551039,-0.000218926,0.08415466,0.076499574,-0.039219357,-0.04711773,-0.018817611,0.08519455,0.033636767,-0.07491669,0.09272539,0.028268214,-0.060528524,0.037975013,0.016288672,0.11691441,-0.054690458,0.07603936,-0.039676826,-0.0349341,0.003291754,-0.049592253,0.11458572,-0.023365006,-0.00552302,-0.12198077,0.12891106,0.06525281
