2842,company,1812,company,invest
4203,company,1812,company,invest
1386,company,1812,company,invest
6793,company,1812,company,invest
4072,company,1151,company,invest
4072,company,2422,company,invest
883,company,1812,company,invest
6699,company,1812,company,invest
5439,company,3039,company,invest
5439,company,2422,company,invest
7198,company,3039,company,invest
7198,company,7835,company,invest
7198,company,5388,company,invest
7198,company,2003,company,invest
7198,company,1812,company,invest
7501,company,1151,company,invest
5267,company,1812,company,invest
4311,company,2897,person,invest
4311,company,1013,company,invest
4838,company,3039,company,invest
4838,company,1151,company,invest
2078,company,7865,company,invest
2078,company,6657,company,invest
2078,company,3062,company,invest
2078,company,2422,company,invest
2078,company,5037,company,invest
2078,company,3178,company,invest
3508,company,5213,company,invest
6293,company,4838,company,invest
6293,company,2078,company,invest
6293,company,3545,company,invest
6293,company,7865,company,invest
6293,company,4933,person,invest
6293,company,2154,person,invest
6293,company,5091,person,invest
6293,company,1447,company,invest
7415,company,4838,company,invest
2732,company,6293,company,invest
2732,company,6485,company,invest
2732,company,3545,company,invest
2732,company,2154,person,invest
2732,company,383,company,invest
2732,company,6092,company,invest
6458,company,4311,company,invest
2103,company,6485,company,invest
2990,company,6567,company,invest
95,company,7818,company,invest
783,company,3545,company,invest
3976,company,8164,person,invest
5129,company,5091,person,invest
2205,company,3545,company,invest
2205,company,7865,company,invest
2205,company,4165,company,invest
2205,company,4316,company,invest
2205,company,4263,company,invest
2205,company,6171,company,invest
5786,company,2995,company,invest
6321,company,4395,person,invest
2928,company,5091,person,invest
6287,company,6953,company,invest
1678,company,5407,company,invest
5832,company,1151,company,invest
5832,company,1906,company,invest
5832,company,2397,company,invest
6338,company,2397,company,invest
8072,company,2397,company,invest
8239,company,4418,company,invest
7458,company,5913,company,invest
5965,company,4793,company,invest
8211,company,8171,company,invest
4799,company,2205,company,invest
4799,company,2855,company,invest
4799,company,4100,company,invest
4799,company,2070,company,invest
4799,company,1305,person,invest
4799,company,8358,company,invest
4799,company,1050,company,invest
4799,company,1151,company,invest
4799,company,4409,company,invest
4799,company,1812,company,invest
4799,company,2397,company,invest
5189,company,4100,company,invest
5189,company,2397,company,invest
2766,company,380,company,invest
6838,company,4799,company,invest
1946,company,7086,company,invest
1946,company,4917,company,invest
3576,company,1146,company,invest
3576,company,7865,company,invest
6769,company,5588,company,invest
708,company,3546,company,invest
2249,company,7441,company,invest
578,company,7698,company,invest
2712,company,26,company,invest
2740,company,6102,company,invest
1546,company,4584,company,invest
2266,company,5953,company,invest
5444,company,1151,company,invest
5444,company,4288,company,invest
7941,company,1833,company,invest
1869,company,1151,company,invest
8479,company,1151,company,invest
4152,company,1151,company,invest
2986,company,2422,company,invest
2092,company,1151,company,invest
856,company,2422,company,invest
5714,company,1151,company,invest
276,company,4100,company,invest
1817,company,4100,company,invest
157,company,1151,company,invest
112,company,1151,company,invest
1768,company,1151,company,invest
7615,company,4100,company,invest
7615,company,1779,person,invest
7615,company,591,company,invest
7615,company,2397,company,invest
5038,company,8028,company,invest
605,company,1151,company,invest
8237,company,1151,company,invest
1064,company,5163,company,invest
5163,company,4100,company,invest
5163,company,3039,company,invest
5163,company,2397,company,invest
1039,company,2205,company,invest
1039,company,2855,company,invest
1039,company,2397,company,invest
2855,company,4100,company,invest
2855,company,2125,company,invest
2855,company,2422,company,invest
2855,company,1151,company,invest
2855,company,1833,company,invest
8315,company,1151,company,invest
8263,company,1151,company,invest
2056,company,2397,company,invest
5044,company,1151,company,invest
2530,company,6149,company,invest
4836,company,7548,company,invest
1245,company,4793,company,invest
2212,company,4290,company,invest
437,company,2205,company,invest
5970,company,5163,company,invest
5197,company,2855,company,invest
488,company,4793,company,invest
5991,company,6480,company,invest
5249,company,8171,company,invest
5698,company,2070,company,invest
6839,company,8358,company,invest
4558,company,1841,company,invest
8117,company,2590,company,invest
3733,company,2397,company,invest
7136,company,4100,company,invest
3201,company,4100,company,invest
5048,company,1151,company,invest
7217,company,4100,company,invest
7612,company,4100,company,invest
3534,company,4100,company,invest
2432,company,4100,company,invest
2750,company,4100,company,invest
419,company,1151,company,invest
419,company,2397,company,invest
6521,company,1151,company,invest
7416,company,1151,company,invest
8486,company,1151,company,invest
3701,company,4100,company,invest
3701,company,1812,company,invest
804,company,7154,company,invest
4872,company,4100,company,invest
3456,company,1151,company,invest
1250,company,4100,company,invest
946,company,4100,company,invest
4438,company,4100,company,invest
4438,company,1812,company,invest
2598,company,1812,company,invest
6634,company,1812,company,invest
4100,company,5183,company,invest
4100,company,913,company,invest
4100,company,7368,company,invest
4100,company,7706,company,invest
4100,company,2081,company,invest
4100,company,4550,company,invest
4100,company,1683,company,invest
4100,company,7339,company,invest
4100,company,1261,company,invest
4100,company,6034,company,invest
4100,company,5196,company,invest
4100,company,2794,company,invest
4100,company,2426,company,invest
4100,company,4208,company,invest
4100,company,7493,company,invest
4100,company,8211,company,invest
4100,company,708,company,invest
4100,company,2579,company,invest
4100,company,668,company,invest
4100,company,2249,company,invest
4100,company,8380,company,invest
4100,company,6870,company,invest
4100,company,5880,company,invest
4100,company,2056,company,invest
4100,company,1639,company,invest
4100,company,5620,company,invest
4100,company,5044,company,invest
4100,company,1169,company,invest
4100,company,4374,company,invest
4100,company,7070,company,invest
4100,company,5605,company,invest
4100,company,7761,company,invest
4100,company,7794,company,invest
4100,company,4317,company,invest
4100,company,804,company,invest
4100,company,5543,company,invest
4100,company,4100,company,invest
4100,company,5476,company,invest
4100,company,5076,company,invest
4100,company,1770,company,invest
4100,company,1884,company,invest
4100,company,5018,company,invest
4100,company,3822,company,invest
4100,company,1398,company,invest
4100,company,2439,company,invest
4100,company,5198,company,invest
4100,company,1047,company,invest
4100,company,1797,person,invest
4100,company,2523,company,invest
4100,company,4393,company,invest
4100,company,4991,company,invest
4100,company,4460,company,invest
4100,company,166,person,invest
4100,company,4340,person,invest
4100,company,3594,company,invest
4100,company,2442,company,invest
4100,company,1151,company,invest
4100,company,1013,company,invest
4100,company,8070,company,invest
4100,company,1812,company,invest
4100,company,2397,company,invest
4100,company,3736,company,invest
6626,company,1408,company,invest
6992,company,3715,company,invest
3852,company,3655,company,invest
1762,company,3160,company,invest
2967,company,2692,company,invest
4692,company,4397,company,invest
4692,company,8103,company,invest
4692,company,7569,company,invest
5821,company,2422,company,invest
5821,company,3820,company,invest
5821,company,8104,company,invest
5821,company,1393,company,invest
2435,company,2822,company,invest
784,company,3253,company,invest
5681,company,1148,company,invest
5199,company,760,company,invest
4408,company,1151,company,invest
521,company,1208,person,invest
5133,company,2855,company,invest
5133,company,4100,company,invest
5133,company,7704,company,invest
5133,company,1812,company,invest
1418,company,1151,company,invest
3629,company,3736,company,invest
7728,company,1797,person,invest
4968,company,1884,company,invest
7609,company,8113,company,invest
1471,company,6149,company,invest
1728,company,3039,company,invest
1728,company,1151,company,invest
7796,company,2205,company,invest
775,company,4933,person,invest
3636,company,7531,company,invest
3636,company,6617,company,invest
3636,company,701,company,invest
694,company,8250,person,invest
6398,company,3040,company,invest
6398,company,7847,company,invest
6398,company,5851,company,invest
6398,company,6398,company,invest
6398,company,4772,company,invest
6398,company,6503,company,invest
6398,company,2072,company,invest
6398,company,2949,company,invest
6398,company,7855,company,invest
6398,company,7119,company,invest
6398,company,3294,company,invest
6398,company,5064,company,invest
6398,company,4976,company,invest
6398,company,6405,company,invest
6398,company,6202,company,invest
6398,company,8471,company,invest
6398,company,7338,company,invest
6398,company,9,company,invest
6398,company,1905,company,invest
6398,company,7680,company,invest
6398,company,3009,company,invest
6398,company,4934,company,invest
6398,company,3971,company,invest
6398,company,6437,company,invest
6398,company,244,company,invest
6398,company,858,company,invest
6398,company,391,company,invest
6398,company,607,company,invest
6398,company,3588,company,invest
6398,company,7523,company,invest
6398,company,1533,company,invest
6398,company,6149,company,invest
6398,company,5848,company,invest
6398,company,1297,company,invest
6398,company,2359,company,invest
6398,company,5006,company,invest
6398,company,4756,company,invest
6398,company,1208,person,invest
6398,company,4933,person,invest
6398,company,2324,person,invest
6398,company,2695,company,invest
6398,company,5451,company,invest
6398,company,4164,person,invest
6398,company,1978,person,invest
6398,company,1311,person,invest
6398,company,1361,company,invest
6398,company,4158,company,invest
6398,company,8408,person,invest
6398,company,6111,company,invest
6398,company,3447,company,invest
6398,company,885,company,invest
6398,company,4151,company,invest
6398,company,2132,company,invest
6398,company,6674,company,invest
6398,company,114,person,invest
6398,company,3090,company,invest
6398,company,1661,company,invest
6398,company,3836,person,invest
6398,company,5074,person,invest
6398,company,6048,company,invest
6398,company,615,company,invest
6398,company,4612,person,invest
6398,company,4898,company,invest
6398,company,7632,company,invest
6398,company,734,company,invest
6398,company,7030,company,invest
6398,company,663,company,invest
6398,company,2039,company,invest
6398,company,7835,company,invest
6398,company,2992,company,invest
6398,company,5120,company,invest
6398,company,1151,company,invest
6398,company,6330,company,invest
6398,company,1675,company,invest
6398,company,3178,company,invest
6398,company,120,company,invest
6398,company,3848,company,invest
6398,company,4337,company,invest
6398,company,3234,company,invest
6398,company,2261,company,invest
6398,company,1944,company,invest
6398,company,6617,company,invest
6398,company,6440,company,invest
6398,company,282,company,invest
6398,company,359,company,invest
6398,company,2899,company,invest
6398,company,8345,company,invest
6398,company,1289,company,invest
6398,company,3644,company,invest
6398,company,2124,company,invest
6398,company,7029,company,invest
6398,company,6291,company,invest
6398,company,1228,company,invest
6398,company,8381,company,invest
6398,company,5540,company,invest
6398,company,1877,company,invest
6398,company,7827,company,invest
6398,company,593,company,invest
6398,company,1095,company,invest
805,company,927,company,invest
1831,company,6333,company,invest
176,company,4082,company,invest
176,company,8233,company,invest
176,company,341,company,invest
176,company,8449,company,invest
176,company,8156,company,invest
176,company,5279,company,invest
176,company,1822,company,invest
176,company,3174,company,invest
176,company,1095,company,invest
176,company,7120,company,invest
3807,company,5325,company,invest
5794,company,3162,company,invest
687,company,6241,company,invest
7430,company,8028,company,invest
4359,company,6149,company,invest
4359,company,4411,company,invest
6803,company,176,company,invest
6434,company,8220,company,invest
8279,company,1241,company,invest
8000,company,7523,company,invest
7462,company,4232,person,invest
3483,company,3650,company,invest
325,company,4521,company,invest
325,company,5221,company,invest
6804,company,919,company,invest
4433,company,170,company,invest
2717,company,684,company,invest
8393,company,2097,company,invest
7711,company,6149,company,invest
6004,company,1833,company,invest
5429,company,7746,company,invest
1354,company,5606,person,invest
1354,company,8250,person,invest
6567,company,5606,person,invest
5910,company,5606,person,invest
4839,company,5606,person,invest
7957,company,5606,person,invest
7957,company,2442,company,invest
5928,company,7586,company,invest
1239,company,3836,person,invest
3050,company,5753,company,invest
6840,company,1013,company,invest
5852,company,1842,company,invest
7817,company,2121,company,invest
5896,company,5074,person,invest
1441,company,1841,company,invest
2168,company,5467,company,invest
2927,company,1208,person,invest
4573,company,4092,company,invest
4573,company,5388,company,invest
4519,company,6293,company,invest
4519,company,7680,company,invest
7284,company,5467,company,invest
1813,company,4658,company,invest
3322,company,4023,company,invest
2079,company,1151,company,invest
7477,company,6679,company,invest
2966,company,4023,company,invest
1682,company,4023,company,invest
6829,company,1208,person,invest
4579,company,4023,company,invest
6764,company,7835,company,invest
6445,company,4023,company,invest
6473,company,7835,company,invest
6159,company,6159,company,invest
6159,company,1208,person,invest
6159,company,6830,company,invest
6159,company,5524,person,invest
6159,company,4165,company,invest
6159,company,1751,person,invest
6159,company,4658,company,invest
6159,company,1151,company,invest
6159,company,4023,company,invest
6159,company,7779,company,invest
931,company,5524,person,invest
3124,company,1208,person,invest
3688,company,1751,person,invest
8401,company,6841,company,invest
621,company,6159,company,invest
6503,company,6133,company,invest
6503,company,1728,company,invest
6503,company,2470,company,invest
6503,company,931,company,invest
6503,company,1417,company,invest
6503,company,6503,company,invest
6503,company,7704,company,invest
6503,company,7949,company,invest
6503,company,3408,company,invest
6503,company,2072,company,invest
6503,company,2287,company,invest
6503,company,4902,company,invest
6503,company,6237,company,invest
6503,company,542,company,invest
6503,company,3808,company,invest
6503,company,2374,company,invest
6503,company,3039,company,invest
6503,company,2814,company,invest
6503,company,3844,company,invest
6503,company,6743,company,invest
6503,company,3282,company,invest
6503,company,4551,company,invest
6503,company,1504,company,invest
6503,company,5217,company,invest
6503,company,1473,company,invest
6503,company,7751,company,invest
6503,company,5849,company,invest
6503,company,350,company,invest
6503,company,4685,company,invest
6503,company,2631,company,invest
6503,company,1633,company,invest
6503,company,5870,company,invest
6503,company,2310,company,invest
6503,company,1461,company,invest
6503,company,3680,company,invest
6503,company,6055,company,invest
6503,company,1596,company,invest
6503,company,5177,company,invest
6503,company,3876,company,invest
6503,company,3307,company,invest
6503,company,1341,person,invest
6503,company,840,company,invest
6503,company,3614,person,invest
6503,company,4998,company,invest
6503,company,556,company,invest
6503,company,5087,company,invest
6503,company,5119,person,invest
6503,company,6830,company,invest
6503,company,5524,person,invest
6503,company,1162,company,invest
6503,company,7921,company,invest
6503,company,4312,company,invest
6503,company,189,company,invest
2175,company,2629,company,invest
2175,company,5151,company,invest
7704,company,6133,company,invest
7704,company,1960,company,invest
7704,company,2008,company,invest
7704,company,1728,company,invest
7704,company,8417,company,invest
7704,company,6503,company,invest
7704,company,3516,company,invest
7704,company,1774,company,invest
7704,company,7704,company,invest
7704,company,7949,company,invest
7704,company,3408,company,invest
7704,company,2072,company,invest
7704,company,2287,company,invest
7704,company,45,company,invest
7704,company,3877,company,invest
7704,company,6237,company,invest
7704,company,542,company,invest
7704,company,3808,company,invest
7704,company,2892,company,invest
7704,company,4415,company,invest
7704,company,2814,company,invest
7704,company,2315,company,invest
7704,company,6743,company,invest
7704,company,3360,company,invest
7704,company,3246,company,invest
7704,company,3282,company,invest
7704,company,4858,company,invest
7704,company,3237,company,invest
7704,company,5217,company,invest
7704,company,1473,company,invest
7704,company,7751,company,invest
7704,company,5849,company,invest
7704,company,350,company,invest
7704,company,2631,company,invest
7704,company,1633,company,invest
7704,company,5870,company,invest
7704,company,2310,company,invest
7704,company,1461,company,invest
7704,company,6055,company,invest
7704,company,6636,company,invest
7704,company,7701,company,invest
7704,company,3587,company,invest
7704,company,5177,company,invest
7704,company,3876,company,invest
7704,company,5247,company,invest
7704,company,2019,company,invest
7704,company,3451,company,invest
7704,company,4157,company,invest
7704,company,2817,company,invest
7704,company,4115,company,invest
7704,company,1772,company,invest
7704,company,840,company,invest
7704,company,4004,company,invest
7704,company,301,company,invest
7704,company,556,company,invest
7704,company,2629,company,invest
7704,company,1674,company,invest
7704,company,5151,company,invest
7704,company,661,company,invest
7704,company,759,company,invest
7704,company,1002,company,invest
7704,company,703,company,invest
7704,company,1026,company,invest
7704,company,1012,company,invest
7704,company,5728,company,invest
7704,company,2941,company,invest
7704,company,166,person,invest
7704,company,5201,company,invest
7704,company,7228,company,invest
7704,company,5434,company,invest
7704,company,3715,company,invest
7704,company,7853,company,invest
7704,company,6343,company,invest
7704,company,896,company,invest
7704,company,5407,company,invest
7704,company,3707,company,invest
7704,company,5110,company,invest
7704,company,4054,company,invest
7704,company,4451,company,invest
7704,company,4864,company,invest
7704,company,7212,company,invest
7704,company,3785,company,invest
7704,company,2525,company,invest
7704,company,104,company,invest
7704,company,6845,company,invest
7704,company,5352,company,invest
7704,company,4559,company,invest
7704,company,3475,company,invest
7704,company,6637,company,invest
7704,company,7363,company,invest
7704,company,5062,company,invest
7704,company,1198,company,invest
7704,company,3395,company,invest
7704,company,667,company,invest
7704,company,7652,company,invest
7949,company,1160,company,invest
7949,company,587,company,invest
2157,company,7531,company,invest
3408,company,8121,company,invest
3408,company,5314,company,invest
3408,company,7363,company,invest
2072,company,1728,company,invest
2072,company,6503,company,invest
2072,company,7704,company,invest
2072,company,7949,company,invest
2072,company,3408,company,invest
2072,company,2072,company,invest
2072,company,6237,company,invest
2072,company,542,company,invest
2072,company,3808,company,invest
2072,company,2892,company,invest
2072,company,2814,company,invest
2072,company,3208,company,invest
2072,company,6743,company,invest
2072,company,3282,company,invest
2072,company,4551,company,invest
2072,company,1504,company,invest
2072,company,5217,company,invest
2072,company,1473,company,invest
2072,company,2631,company,invest
2072,company,1633,company,invest
2072,company,5870,company,invest
2072,company,2310,company,invest
2072,company,1461,company,invest
2072,company,6055,company,invest
2072,company,6636,company,invest
2072,company,3587,company,invest
2072,company,4979,company,invest
2072,company,5177,company,invest
2072,company,38,company,invest
2072,company,2817,company,invest
2072,company,840,company,invest
2072,company,7447,company,invest
2072,company,7540,company,invest
2072,company,301,company,invest
2072,company,556,company,invest
2072,company,2629,company,invest
2072,company,5151,company,invest
2072,company,661,company,invest
2072,company,759,company,invest
2072,company,5062,company,invest
2072,company,1198,company,invest
2072,company,3395,company,invest
2072,company,4194,company,invest
2072,company,667,company,invest
2072,company,8016,company,invest
2072,company,8460,company,invest
2072,company,3458,company,invest
2072,company,109,company,invest
4876,company,703,company,invest
8462,company,2941,company,invest
5817,company,166,person,invest
2949,company,5878,company,invest
2461,company,1197,company,invest
8450,company,8039,company,invest
2789,company,170,company,invest
7928,company,4388,company,invest
3420,company,7363,company,invest
5055,company,5062,company,invest
5055,company,1198,company,invest
5405,company,3560,company,invest
2349,company,3395,company,invest
4730,company,667,company,invest
7028,company,2670,company,invest
7028,company,5772,company,invest
8021,company,7704,company,invest
5746,company,1013,company,invest
1424,company,1533,company,invest
7998,company,6398,company,invest
201,company,2324,person,invest
1789,company,1013,company,invest
8045,company,4411,company,invest
7417,company,2442,company,invest
3846,company,550,company,invest
7154,company,2078,company,invest
7154,company,3733,company,invest
7154,company,6398,company,invest
7154,company,7462,company,invest
7154,company,8450,company,invest
7154,company,7928,company,invest
7154,company,2846,company,invest
7154,company,3616,company,invest
7154,company,7154,company,invest
7154,company,7119,company,invest
7154,company,2381,company,invest
7154,company,1301,company,invest
7154,company,2600,company,invest
7154,company,3380,company,invest
7154,company,3501,company,invest
7154,company,4569,company,invest
7154,company,6501,company,invest
7154,company,4466,company,invest
7154,company,5274,company,invest
7154,company,8223,company,invest
7154,company,2454,company,invest
7154,company,6075,company,invest
7154,company,1835,company,invest
7154,company,3437,company,invest
7154,company,7826,person,invest
7154,company,8346,person,invest
7154,company,4947,company,invest
7154,company,7448,person,invest
7154,company,3626,person,invest
7154,company,3527,person,invest
7154,company,4058,person,invest
7154,company,852,person,invest
7154,company,6554,person,invest
7154,company,1825,person,invest
7154,company,5649,person,invest
7154,company,2324,person,invest
7154,company,6869,person,invest
7154,company,3681,company,invest
7154,company,7223,person,invest
7154,company,7127,person,invest
7154,company,6317,person,invest
7154,company,8250,person,invest
7154,company,3147,person,invest
7154,company,3096,company,invest
7154,company,2123,person,invest
7154,company,5074,person,invest
7154,company,2829,person,invest
7154,company,4727,person,invest
7154,company,4434,person,invest
7154,company,1650,person,invest
7154,company,8327,person,invest
7154,company,6023,company,invest
7154,company,4154,company,invest
7154,company,904,company,invest
7154,company,6818,company,invest
7154,company,5352,company,invest
7154,company,7396,company,invest
7154,company,2442,company,invest
7154,company,3183,company,invest
7154,company,5828,company,invest
7154,company,7970,company,invest
7154,company,4830,company,invest
7154,company,1906,company,invest
7154,company,1218,company,invest
7154,company,6248,company,invest
7154,company,1227,company,invest
7154,company,4964,company,invest
7154,company,8148,company,invest
7154,company,978,company,invest
7154,company,7805,company,invest
7154,company,8093,company,invest
7154,company,4906,company,invest
7154,company,8388,company,invest
7154,company,1013,company,invest
7154,company,1095,company,invest
7119,company,3115,company,invest
7119,company,6398,company,invest
7119,company,2949,company,invest
7119,company,7119,company,invest
7119,company,5064,company,invest
7119,company,4976,company,invest
7119,company,5973,company,invest
7119,company,2680,company,invest
7119,company,8459,company,invest
7119,company,2006,company,invest
7119,company,3588,company,invest
7119,company,5401,company,invest
7119,company,514,company,invest
7119,company,4002,company,invest
7119,company,5161,company,invest
7119,company,1522,company,invest
7119,company,2324,person,invest
7119,company,2695,company,invest
7119,company,4164,person,invest
7119,company,1311,person,invest
7119,company,4158,company,invest
7119,company,8408,person,invest
7119,company,4975,person,invest
7119,company,885,company,invest
7119,company,7258,person,invest
7119,company,4791,company,invest
7119,company,1604,company,invest
7119,company,4612,person,invest
7119,company,4264,company,invest
7119,company,4898,company,invest
7119,company,7710,company,invest
7119,company,8070,company,invest
7119,company,2003,company,invest
7119,company,8139,company,invest
7119,company,7968,company,invest
7119,company,1008,company,invest
7119,company,6854,company,invest
7119,company,1095,company,invest
7119,company,5850,company,invest
7119,company,1609,company,invest
7119,company,3514,company,invest
7119,company,1706,company,invest
7119,company,4607,company,invest
7119,company,3890,company,invest
476,company,663,company,invest
3004,company,7,company,invest
7196,company,1806,company,invest
8141,company,1855,company,invest
2381,company,7260,company,invest
6794,company,4304,company,invest
538,company,5359,company,invest
538,company,6734,company,invest
3767,company,6687,company,invest
5703,company,2380,company,invest
5028,company,1459,company,invest
7588,company,2308,company,invest
2950,company,6650,company,invest
3573,company,7154,company,invest
3573,company,1533,company,invest
3573,company,6149,company,invest
3573,company,7719,company,invest
3573,company,1915,company,invest
3573,company,1095,company,invest
6498,company,7523,company,invest
8052,company,1833,company,invest
2618,company,2448,company,invest
4292,company,1533,company,invest
7748,company,8092,company,invest
6202,company,7119,company,invest
6202,company,6501,company,invest
7151,company,3573,company,invest
7151,company,1095,company,invest
553,company,1534,company,invest
8220,company,6558,company,invest
8220,company,5671,company,invest
8220,company,2560,company,invest
1954,company,2146,company,invest
4478,company,900,company,invest
4478,company,6278,company,invest
874,company,1533,company,invest
2410,company,4411,company,invest
2410,company,1232,company,invest
1278,company,1013,company,invest
2096,company,4521,company,invest
8229,company,6398,company,invest
4990,company,7119,company,invest
4990,company,114,person,invest
1874,company,3836,person,invest
4717,company,4100,company,invest
4717,company,176,company,invest
4717,company,8232,company,invest
4717,company,7586,company,invest
4717,company,7557,company,invest
4717,company,7523,company,invest
4717,company,3836,person,invest
4717,company,6742,person,invest
4717,company,5265,company,invest
4717,company,2442,company,invest
4717,company,1013,company,invest
4717,company,1812,company,invest
4717,company,1095,company,invest
3949,company,7468,company,invest
3949,company,6182,company,invest
3949,company,5344,company,invest
3949,company,3579,company,invest
5031,company,7433,company,invest
5031,company,4625,person,invest
5031,company,4857,company,invest
5031,company,3416,company,invest
7390,company,3481,company,invest
680,company,8112,company,invest
7374,company,2553,company,invest
7374,company,1656,company,invest
657,company,507,company,invest
4191,company,4572,company,invest
5158,company,2787,company,invest
962,company,568,company,invest
7257,company,7468,company,invest
7257,company,6182,company,invest
7257,company,0,company,invest
7257,company,7433,company,invest
7257,company,2685,person,invest
2821,company,7433,company,invest
56,company,4625,person,invest
275,company,6149,company,invest
275,company,1841,company,invest
275,company,8215,company,invest
275,company,2152,company,invest
4678,company,6149,company,invest
7332,company,6149,company,invest
2574,company,198,person,invest
2574,company,4306,company,invest
1939,company,8313,company,invest
7676,company,6454,company,invest
1686,company,8022,company,invest
2475,company,8270,company,invest
3240,company,2590,company,invest
3240,company,8449,company,invest
7490,company,550,company,invest
7490,company,2442,company,invest
7490,company,1095,company,invest
5393,company,1013,company,invest
5393,company,8070,company,invest
4400,company,6863,company,invest
3379,company,7332,company,invest
6297,company,4934,company,invest
8338,company,1841,company,invest
8423,company,7835,company,invest
5076,company,7779,company,invest
6645,company,5471,person,invest
4272,company,8092,company,invest
395,company,1151,company,invest
3228,company,1812,company,invest
4042,company,1151,company,invest
868,company,1812,company,invest
4543,company,1176,company,invest
4543,company,6071,company,invest
4543,company,4100,company,invest
4543,company,4272,company,invest
4543,company,4261,company,invest
4543,company,1971,company,invest
4543,company,6763,company,invest
4543,company,4543,company,invest
4543,company,3039,company,invest
4543,company,1208,person,invest
4543,company,3858,company,invest
4543,company,7739,company,invest
4543,company,7287,company,invest
4543,company,1151,company,invest
4543,company,1812,company,invest
4543,company,2988,company,invest
4534,company,6577,company,invest
7963,company,3309,company,invest
3309,company,2878,company,invest
970,company,5701,company,invest
2622,company,7008,company,invest
4798,company,4068,company,invest
1725,company,4874,company,invest
8362,company,7265,company,invest
2403,company,4952,company,invest
3941,company,1199,company,invest
1547,company,6543,company,invest
321,company,7095,company,invest
321,company,3600,company,invest
6969,company,5788,company,invest
2957,company,4564,company,invest
4205,company,3396,company,invest
4076,company,4543,company,invest
6223,company,4543,company,invest
2187,company,4543,company,invest
1514,company,4543,company,invest
3771,company,4543,company,invest
8422,company,3858,company,invest
8422,company,1812,company,invest
4867,company,1151,company,invest
4867,company,1812,company,invest
4670,company,1151,company,invest
4670,company,1812,company,invest
2242,company,1151,company,invest
2242,company,1812,company,invest
7600,company,1151,company,invest
7600,company,3801,company,invest
4175,company,1812,company,invest
3590,company,1151,company,invest
5387,company,2422,company,invest
3148,company,1151,company,invest
820,company,2590,company,invest
6768,company,6398,company,invest
7839,company,1841,company,invest
2055,company,3039,company,invest
3110,company,4092,company,invest
4816,company,5471,person,invest
5024,company,3465,person,invest
6289,company,3485,person,invest
6289,company,2430,person,invest
774,company,1841,company,invest
4505,company,7704,company,invest
8251,company,6398,company,invest
3523,company,5467,company,invest
3523,company,1906,company,invest
6642,company,1151,company,invest
303,company,1151,company,invest
832,company,1841,company,invest
6556,company,3039,company,invest
4512,company,2152,company,invest
4918,company,3039,company,invest
6021,company,2887,company,invest
6147,company,5074,person,invest
